name,category,spec,price,code,description,availability,image,published
Velvet Border Potli,"Gift Boxes, Trays, Bags & Baskets",7 × 9 in ₹25 · per piece,25,1510,"Velvet Border Potli, 7 × 9 in, at ₹25 per piece.",in_stock,/img/products/1510.webp,yes
Round Work Potli,"Gift Boxes, Trays, Bags & Baskets",7 × 8 × 5 in ₹100 · per piece,100,1511,"Round Work Potli, 7 × 8 × 5 in, at ₹100 per piece.",in_stock,/img/products/1511.webp,yes
Fancy Work Potli,"Gift Boxes, Trays, Bags & Baskets",8 × 9 in ₹120 · per piece,120,1512,"Fancy Work Potli, 8 × 9 in, at ₹120 per piece.",in_stock,/img/products/1512.webp,yes
Coin Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,5 ft · packet of 10,100,401,"Coin Lardi, 5 ft, sold in packets of 10 at ₹100 a packet.",in_stock,/img/products/401.webp,yes
Tissue Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,3 ft · packet of 10,120,402,"Tissue Lardi, 3 ft, sold in packets of 10 at ₹120 a packet.",in_stock,/img/products/402.webp,yes
Coin Bell Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,2.3 ft · packet of 10,180,403,"Coin Bell Lardi, 2.3 ft, sold in packets of 10 at ₹180 a packet.",in_stock,/img/products/403.webp,yes
Rajni Gendu,Rajasthani & Haldi-Mehndi-Mayra Décor,1 ft · packet of 30,195,404,"Rajni Gendu, 1 ft, sold in packets of 30 at ₹195 a packet.",in_stock,/img/products/404.webp,yes
Small Pom Pom Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,10 cm · packet of 10,200,405,"Small Pom Pom Lardi, 10 cm, sold in packets of 10 at ₹200 a packet.",in_stock,/img/products/405.webp|/img/products/405-2.webp|/img/products/405-3.webp|/img/products/405-4.webp,yes
Pompom Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,5 ft · packet of 10,300,406,"Pompom Lardi, 5 ft, sold in packets of 10 at ₹300 a packet.",in_stock,/img/products/406.webp|/img/products/406-2.webp,yes
Rajni Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,4 ft · packet of 10,225,407,"Rajni Lardi, 4 ft, sold in packets of 10 at ₹225 a packet.",in_stock,/img/products/407.webp,yes
Net Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,6 ft · packet of 10,350,408,"Net Lardi, 6 ft, sold in packets of 10 at ₹350 a packet.",in_stock,/img/products/408.webp|/img/products/408-2.webp,yes
Mogra Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,5 ft ₹600 · 2 ft ₹350 · per packet,350,409,"Mogra lardi in two lengths, sold by the packet: 5 feet ₹600, 2 feet ₹350.",in_stock,/img/products/409.webp,yes
Mogra Chakri Tassal,Rajasthani & Haldi-Mehndi-Mayra Décor,3.6 ft ₹50 · per piece,50,410,"Mogra Chakri Tassal, 3.6 ft, at ₹50 per piece.",in_stock,/img/products/410.webp|/img/products/410-2.webp|/img/products/410-3.webp|/img/products/410-4.webp,yes
Parrot Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,2 ft ₹50 · per piece,50,411,"Parrot Lardi, 2 ft, at ₹50 per piece.",in_stock,/img/products/411.webp,yes
Ball Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,5.3 ft · packet of 10,500,412,"Ball Lardi, 5.3 ft, sold in packets of 10 at ₹500 a packet.",in_stock,/img/products/412.webp,yes
Foam Flower Lardi,Rajasthani & Haldi-Mehndi-Mayra Décor,5 ft · packet of 10,600,413,"Foam Flower Lardi, 5 ft, sold in packets of 10 at ₹600 a packet.",in_stock,/img/products/413.webp,yes
Balloon Machine,SFX & Special Effects,Per piece,999,609,"Balloon Machine, at ₹999 per piece.",in_stock,/img/products/609.webp|/img/products/609-2.webp,yes
Bubble Machine,SFX & Special Effects,Per piece,630,610,"Bubble Machine, at ₹630 per piece.",in_stock,/img/products/610.webp,yes
Dry Ice Matka With Stand,SFX & Special Effects,Per piece,950,611,"Dry Ice Matka With Stand, at ₹950 per piece.",in_stock,/img/products/611.webp|/img/products/611-2.webp,yes
Dry Ice Machine With Tray,SFX & Special Effects,Per piece,"4,500",612,"Dry Ice Machine With Tray, at ₹4,500 per piece.",in_stock,/img/products/612.webp,yes
Big Daddy Co2 Zambo,SFX & Special Effects,Per piece,"9,000",613,"Big Daddy Co2 Zambo, at ₹9,000 per piece.",in_stock,/img/products/613.webp|/img/products/613-2.webp,yes
Cold Sparkular Machine,SFX & Special Effects,Per piece,"15,000",614,"Cold Sparkular Machine, at ₹15,000 per piece.",in_stock,/img/products/614.webp|/img/products/614-2.webp,yes
Co2 LED Confetti Gun (3 In 1),SFX & Special Effects,Per piece,"10,500",615,"Co2 LED Confetti Gun (3 In 1), at ₹10,500 per piece.",in_stock,/img/products/615.webp|/img/products/615-2.webp,yes
Co2 Confetti Hand Jumbo Gun,SFX & Special Effects,Per piece,"6,300",616,"Co2 Confetti Hand Jumbo Gun, at ₹6,300 per piece.",in_stock,/img/products/616.webp|/img/products/616-2.webp,yes
Selfie Booth (360° Rotation),SFX & Special Effects,2.5 ft · per piece,"16,000",617,"Selfie Booth (360° Rotation), 2.5 ft, at ₹16,000 per piece.",in_stock,/img/products/617.webp|/img/products/617-2.webp,yes
Dry Ice Big Machine,SFX & Special Effects,1.5 ft · per piece,"7,700",618,"Dry Ice Big Machine, 1.5 ft, at ₹7,700 per piece.",in_stock,/img/products/618.webp,yes
Foam Machine,SFX & Special Effects,5 ft · per piece,"15,000",619,"Foam Machine, 5 ft, at ₹15,000 per piece.",in_stock,/img/products/619.webp,yes
Fan Wheel,SFX & Special Effects,Per piece,"7,300",620,"Fan Wheel, at ₹7,300 per piece.",in_stock,/img/products/620.webp,yes
Botal Pot,Pots & Vases,24 in · per piece,710,3101,"Botal Pot, 24 in, at ₹710 per piece.",in_stock,/img/products/3101.webp|/img/products/3101-2.webp|/img/products/3101-3.webp|/img/products/3101-4.webp,yes
Printed Pot,Pots & Vases,36 in · per piece,"1,350",3102,"Printed Pot, 36 in, at ₹1,350 per piece.",in_stock,/img/products/3102.webp|/img/products/3102-2.webp,yes
Patta Pot,Pots & Vases,30 in · per piece,930,3103,"Patta Pot, 30 in, at ₹930 per piece.",in_stock,/img/products/3103.webp|/img/products/3103-2.webp,yes
Moti Pot (24 / 36 in),Pots & Vases,"24 in ₹645 · 36 in ₹1,950 · per piece",645,3104,"Moti Pot (24 / 36 in) in 2 sizes, sold per piece: 24 in ₹645, 36 in ₹1,950.",in_stock,/img/products/3104.webp|/img/products/3104-2.webp,yes
Moti Pot (30 in),Pots & Vases,30 in · per piece,"1,390",3105,"Moti Pot (30 in), 30 in, at ₹1,390 per piece.",in_stock,/img/products/3105.webp|/img/products/3105-2.webp,yes
Lace Pot,Pots & Vases,"30 in ₹1,235 · 36 in ₹1,800 · per piece","1,235",3106,"Lace Pot in 2 sizes, sold per piece: 30 in ₹1,235, 36 in ₹1,800.",in_stock,/img/products/3106.webp,yes
Carnation Flower,Artificial Flowers & Greenery,Packet of 80,74,101,"Carnation Flower, sold in packets of 80 at ₹74 a packet.",in_stock,/img/products/101.webp,yes
Special Carnation,Artificial Flowers & Greenery,Packet of 100,220,102,"Special Carnation, sold in packets of 100 at ₹220 a packet.",in_stock,/img/products/102.webp,yes
Golden & Silver Carnation,Artificial Flowers & Greenery,Packet of 100,300,103,"Golden & Silver Carnation, sold in packets of 100 at ₹300 a packet.",in_stock,/img/products/103.webp,yes
9 Pappri Carnation,Artificial Flowers & Greenery,Packet of 100,400,104,"9 Pappri Carnation, sold in packets of 100 at ₹400 a packet.",in_stock,/img/products/104.webp,yes
PC Rose,Artificial Flowers & Greenery,Packet of 50,150,105,"PC Rose, sold in packets of 50 at ₹150 a packet.",in_stock,/img/products/105.webp,yes
Golden & Silver Rose,Artificial Flowers & Greenery,Packet of 50,200,106,"Golden & Silver Rose, sold in packets of 50 at ₹200 a packet.",in_stock,/img/products/106.webp,yes
Small Rose,Artificial Flowers & Greenery,Packet of 50,200,107,"Small Rose, sold in packets of 50 at ₹200 a packet.",in_stock,/img/products/107.webp,yes
Diamond Rose,Artificial Flowers & Greenery,Packet of 50,250,108,"Diamond Rose, sold in packets of 50 at ₹250 a packet.",in_stock,/img/products/108.webp|/img/products/108-2.webp|/img/products/108-3.webp|/img/products/108-4.webp|/img/products/108-5.webp|/img/products/108-6.webp|/img/products/108-7.webp|/img/products/108-8.webp,yes
SM 27 Rose,Artificial Flowers & Greenery,Packet of 100,400,109,"SM 27 Rose, sold in packets of 100 at ₹400 a packet.",in_stock,/img/products/109.webp,yes
Small Peony,Artificial Flowers & Greenery,Packet of 100,300,110,"Small Peony, sold in packets of 100 at ₹300 a packet.",in_stock,/img/products/110.webp,yes
Big Peony,Artificial Flowers & Greenery,Packet of 100,850,111,"Big Peony, sold in packets of 100 at ₹850 a packet.",in_stock,/img/products/111.webp,yes
Small Dahlia,Artificial Flowers & Greenery,Packet of 50,200,112,"Small Dahlia, sold in packets of 50 at ₹200 a packet.",in_stock,/img/products/112.webp,yes
Zarbara,Artificial Flowers & Greenery,Packet of 50,200,113,"Zarbara, sold in packets of 50 at ₹200 a packet.",in_stock,/img/products/113.webp,yes
Lilly,Artificial Flowers & Greenery,Packet of 100,300,114,"Lilly, sold in packets of 100 at ₹300 a packet.",in_stock,/img/products/114.webp,yes
Velvet Cut Rose,Artificial Flowers & Greenery,Packet of 50,250,115,"Velvet Cut Rose, sold in packets of 50 at ₹250 a packet.",in_stock,/img/products/115.webp,yes
Big Velvet Rose,Artificial Flowers & Greenery,Packet of 50,550,116,"Big Velvet Rose, sold in packets of 50 at ₹550 a packet.",in_stock,/img/products/116.webp,yes
Hydrangea,Artificial Flowers & Greenery,Packet of 50,450,117,"Hydrangea, sold in packets of 50 at ₹450 a packet.",in_stock,/img/products/117.webp,yes
Carpet Design 3399 (Red),Carpets & Flooring,5 ft · per piece,"6,300",,"Carpet Design 3399 (Red), 5 ft, at ₹6,300 per piece.",in_stock,/img/products/carpet-11.webp,yes
Carpet Design 1261 (Red),Carpets & Flooring,5 ft · per piece,"6,300",,"Carpet Design 1261 (Red), 5 ft, at ₹6,300 per piece.",in_stock,/img/products/carpet-12.webp,yes
Carpet Design 1633 (Red),Carpets & Flooring,5 ft · per piece,"6,300",,"Carpet Design 1633 (Red), 5 ft, at ₹6,300 per piece.",in_stock,/img/products/carpet-13.webp,yes
Carpet Design 999 (Maroon),Carpets & Flooring,5 ft · per piece,"6,300",,"Carpet Design 999 (Maroon), 5 ft, at ₹6,300 per piece.",in_stock,/img/products/carpet-14.webp,yes
Carpet Design 3383 (Red),Carpets & Flooring,5 ft · per piece,"6,300",,"Carpet Design 3383 (Red), 5 ft, at ₹6,300 per piece.",in_stock,/img/products/carpet-15.webp,yes
Carpet Design 5036 (Pink & Gold),Carpets & Flooring,5 ft · per piece,"8,300",,"Carpet Design 5036 (Pink & Gold), 5 ft, at ₹8,300 per piece.",in_stock,/img/products/carpet-16.webp,yes
Golden Carpet Chess Print No 27,Carpets & Flooring,6 ft · per piece,"7,260",,"Golden Carpet Chess Print No 27, 6 ft, at ₹7,260 per piece.",in_stock,/img/products/carpet-17.webp,yes
Plain Carpet (Green),Carpets & Flooring,"5 ft ₹4,550 · 6 ft ₹5,200 · per piece","4,550",,"Plain Carpet (Green) in 2 sizes, sold per piece: 5 ft ₹4,550, 6 ft ₹5,200.",in_stock,/img/products/carpet-18.webp,yes
Plain Carpet (Grey),Carpets & Flooring,5 ft · per piece,"4,550",,"Plain Carpet (Grey), 5 ft, at ₹4,550 per piece.",in_stock,/img/products/carpet-19.webp,yes
Plain Carpet (Red),Carpets & Flooring,"5 ft ₹4,800 · 6 ft ₹5,450 · per piece","4,800",,"Plain Carpet (Red) in 2 sizes, sold per piece: 5 ft ₹4,800, 6 ft ₹5,450.",in_stock,/img/products/carpet-20.webp,yes
Plain Carpet (Blue),Carpets & Flooring,5 ft · per piece,"4,800",,"Plain Carpet (Blue), 5 ft, at ₹4,800 per piece.",in_stock,/img/products/carpet-21.webp,yes
Lichu Patta,Artificial Flowers & Greenery,Price on enquiry,,301,Lichu Patta — message us on WhatsApp for the current rate.,in_stock,/img/products/301.webp|/img/products/301-2.webp,yes
Star Leaf,Artificial Flowers & Greenery,Packet of 12,190,302,"Star Leaf, sold in packets of 12 at ₹190 a packet.",in_stock,/img/products/302.webp|/img/products/302-2.webp|/img/products/302-3.webp|/img/products/302-4.webp|/img/products/302-5.webp|/img/products/302-6.webp,yes
Mk Patta,Artificial Flowers & Greenery,Packet of 12,220,303,"Mk Patta, sold in packets of 12 at ₹220 a packet.",in_stock,/img/products/303.webp,yes
Money Plant,Artificial Flowers & Greenery,Packet of 12,200,304,"Money Plant, sold in packets of 12 at ₹200 a packet.",in_stock,/img/products/304.webp|/img/products/304-2.webp|/img/products/304-3.webp|/img/products/304-4.webp|/img/products/304-5.webp|/img/products/304-6.webp,yes
Color Money Plant,Artificial Flowers & Greenery,Packet of 12,200,305,"Color Money Plant, sold in packets of 12 at ₹200 a packet.",in_stock,/img/products/305.webp,yes
Ghoda Patta,Artificial Flowers & Greenery,35 cm ₹70 · 32 cm ₹60 · per piece,60,306,"Ghoda Patta in 2 sizes, sold per piece: 35 cm ₹70, 32 cm ₹60.",in_stock,/img/products/306.webp,yes
Small Taal Patta,Artificial Flowers & Greenery,Packet of 20,170,307,"Small Taal Patta, sold in packets of 20 at ₹170 a packet.",in_stock,/img/products/307.webp,yes
Big Taal Patta,Artificial Flowers & Greenery,Packet of 20,200,308,"Big Taal Patta, sold in packets of 20 at ₹200 a packet.",in_stock,/img/products/308.webp,yes
Palm Patta (Small),Artificial Flowers & Greenery,39 cm ₹100 · 61 cm ₹200 · per piece,100,309,"Palm Patta (Small) in 2 sizes, sold per piece: 39 cm ₹100, 61 cm ₹200.",in_stock,/img/products/309.webp,yes
Victoria Patta,Artificial Flowers & Greenery,Packet of 20,170,310,"Victoria Patta, sold in packets of 20 at ₹170 a packet.",in_stock,/img/products/310.webp,yes
Son Of India,Artificial Flowers & Greenery,Per piece,50,311,"Son Of India, at ₹50 per piece.",in_stock,/img/products/311.webp,yes
Gypsy Bunch,Artificial Flowers & Greenery,Per piece,60,312,"Gypsy Bunch, at ₹60 per piece.",in_stock,/img/products/312.webp,yes
Mirchi Bunch (Design 1),Artificial Flowers & Greenery,Per piece,55,313,"Mirchi Bunch (Design 1), at ₹55 per piece.",in_stock,/img/products/313.webp,yes
Mirchi Bunch (Design 2),Artificial Flowers & Greenery,Per piece,65,314,"Mirchi Bunch (Design 2), at ₹65 per piece.",in_stock,/img/products/314.webp,yes
Mirchi Bunch (Design 3),Artificial Flowers & Greenery,Per piece,65,315,"Mirchi Bunch (Design 3), at ₹65 per piece.",in_stock,/img/products/315.webp,yes
Banana Leave,Artificial Flowers & Greenery,Packet of 20,280,316,"Banana Leave, sold in packets of 20 at ₹280 a packet.",in_stock,/img/products/316.webp,yes
Mapple Long Stick,Artificial Flowers & Greenery,Per piece,75,317,"Mapple Long Stick, at ₹75 per piece.",in_stock,/img/products/317.webp,yes
Patta Stick,Artificial Flowers & Greenery,Per piece,60,318,"Patta Stick, at ₹60 per piece.",in_stock,/img/products/318.webp|/img/products/318-2.webp,yes
18 Head Bunch,Artificial Flowers & Greenery,Per piece,70,319,"18 Head Bunch, at ₹70 per piece.",in_stock,/img/products/319.webp|/img/products/319-2.webp,yes
Golden Palm Stick,Artificial Flowers & Greenery,Per piece,45,320,"Golden Palm Stick, at ₹45 per piece.",in_stock,/img/products/320.webp,yes
Green Gulab And Sunflower Latta,Artificial Flowers & Greenery,Packet of 6,390,321,"Green Gulab And Sunflower Latta, sold in packets of 6 at ₹390 a packet.",in_stock,/img/products/321.webp|/img/products/321-2.webp,yes
Green Hanging,Artificial Flowers & Greenery,Per piece,120,322,"Green Hanging, at ₹120 per piece.",in_stock,/img/products/322.webp,yes
Loose Filler,Artificial Flowers & Greenery,Per piece,450,323,"Loose Filler, at ₹450 per piece.",in_stock,/img/products/323.webp|/img/products/323-2.webp|/img/products/323-3.webp,yes
Heavy Filler,Artificial Flowers & Greenery,Per piece,500,324,"Heavy Filler, at ₹500 per piece.",in_stock,/img/products/324.webp|/img/products/324-2.webp,yes
Triangle Patta,Artificial Flowers & Greenery,17 cm · per piece,500,325,"Triangle Patta, 17 cm, at ₹500 per piece.",in_stock,/img/products/325.webp,yes
6 In 1 Patta,Artificial Flowers & Greenery,19 cm · per piece,"1,000",326,"6 In 1 Patta, 19 cm, at ₹1,000 per piece.",in_stock,/img/products/326.webp,yes
Satter,Artificial Flowers & Greenery,2.5 ft · per piece,550,327,"Satter, 2.5 ft, at ₹550 per piece.",in_stock,/img/products/327.webp,yes
Harly Pot 32 Inch,Pots & Vases,Per piece,"1,320",3803B,"Harly Pot 32 Inch, at ₹1,320 per piece.",in_stock,/img/products/3803B.webp,yes
Vitara 3 Layer Pot 40 Inch,Pots & Vases,Per piece,"1,020",3804B,"Vitara 3 Layer Pot 40 Inch, at ₹1,020 per piece.",in_stock,/img/products/3804B.webp,yes
Victory 2 Layer Pot 24 Inch,Pots & Vases,Per piece,495,3805B,"Victory 2 Layer Pot 24 Inch, at ₹495 per piece.",in_stock,/img/products/3805B.webp,yes
Swan Pot 27 Inch,Pots & Vases,Per piece,675,3806,"Swan Pot 27 Inch, at ₹675 per piece.",in_stock,/img/products/3806.webp,yes
Pillar Pot 32 Inch,Pots & Vases,Per piece,"1,245",3807B,"Pillar Pot 32 Inch, at ₹1,245 per piece.",in_stock,/img/products/3807B.webp,yes
Big Tulip Pot 18 Inch,Pots & Vases,Per piece,215,3808B,"Big Tulip Pot 18 Inch, at ₹215 per piece.",in_stock,/img/products/3808B.webp,yes
Victoriya Pot 18 Inch,Pots & Vases,Per piece,199,3809B,"Victoriya Pot 18 Inch, at ₹199 per piece.",in_stock,/img/products/3809B.webp,yes
Aura Pot 10 Inch,Pots & Vases,Per piece,195,3810,"Aura Pot 10 Inch, at ₹195 per piece.",in_stock,/img/products/3810.webp,yes
Pot 17 Inch,Pots & Vases,Per piece,132,3811,"Pot 17 Inch, at ₹132 per piece.",in_stock,/img/products/3811.webp,yes
Hitech Pot 10 Inch,Pots & Vases,Per piece,110,3812,"Hitech Pot 10 Inch, at ₹110 per piece.",in_stock,/img/products/3812.webp,yes
Oman Pot 10 Inch,Pots & Vases,Per piece,105,3813,"Oman Pot 10 Inch, at ₹105 per piece.",in_stock,/img/products/3813.webp,yes
Straight Railing 31 Inch,Pots & Vases,Per piece,900,3814,"Straight Railing 31 Inch, at ₹900 per piece.",in_stock,/img/products/3814.webp,yes
Curved Railing 31 Inch,Pots & Vases,Per piece,900,3815,"Curved Railing 31 Inch, at ₹900 per piece.",in_stock,/img/products/3815.webp,yes
Garden Fence 16 Inch,Pots & Vases,Per piece,42,3816,"Garden Fence 16 Inch, at ₹42 per piece.",in_stock,/img/products/3816.webp,yes
Rapanui Pot 10 Inch,Pots & Vases,Per piece,60,3817,"Rapanui Pot 10 Inch, at ₹60 per piece.",in_stock,/img/products/3817.webp,yes
Beauty Pot 9 Inch,Pots & Vases,Per piece,54,3818,"Beauty Pot 9 Inch, at ₹54 per piece.",in_stock,/img/products/3818.webp,yes
Omega Pot 8 Inch,Pots & Vases,Per piece,41,3819,"Omega Pot 8 Inch, at ₹41 per piece.",in_stock,/img/products/3819.webp,yes
Happy Pot 5 Inch,Pots & Vases,Per piece,36,3820,"Happy Pot 5 Inch, at ₹36 per piece.",in_stock,/img/products/3820.webp,yes
Lucky Pot 6 Inch,Pots & Vases,Per piece,27,3821,"Lucky Pot 6 Inch, at ₹27 per piece.",in_stock,/img/products/3821.webp,yes
Duck Pot 12 Inch,Pots & Vases,Per piece,450,3822,"Duck Pot 12 Inch, at ₹450 per piece.",in_stock,/img/products/3822.webp,yes
Ninja Pot 20 Inch,Pots & Vases,Per piece,540,3823,"Ninja Pot 20 Inch, at ₹540 per piece.",in_stock,/img/products/3823.webp,yes
"Julie Pot 34"" Inch",Pots & Vases,Per piece,"1,440",3824,"Julie Pot 34"" Inch, at ₹1,440 per piece.",in_stock,/img/products/3824.webp,yes
Net Pillar Pot (Design 1),Pots & Vases,Per piece,"1,550",3825,"Net Pillar Pot (Design 1), at ₹1,550 per piece.",in_stock,/img/products/3825.webp,yes
Net Pillar Pot (Design 2),Pots & Vases,Per piece,"1,050",3826,"Net Pillar Pot (Design 2), at ₹1,050 per piece.",in_stock,/img/products/3826.webp,yes
"Buddha Pot 7"" Inch",Pots & Vases,Per piece,69,3827,"Buddha Pot 7"" Inch, at ₹69 per piece.",in_stock,/img/products/3827.webp,yes
Jute Net Roll,Packing & Bouquet Accessories,55 cm × 4.5 m roll · ₹330 any colour · ₹360 golden or silver,330,1703,"Jute net on a 55 cm × 4.5 metre roll: ₹330 a roll in any colour, ₹360 for golden or silver.",in_stock,/img/products/1703.webp|/img/products/1703-2.webp|/img/products/1703-3.webp|/img/products/1703-4.webp,yes
Tissue Net,Packing & Bouquet Accessories,100 cm wide · per metre,28,1704,"Tissue net, 100 cm wide, at ₹28 per metre.",in_stock,/img/products/1704.webp|/img/products/1704-2.webp,yes
Chunari Net,Packing & Bouquet Accessories,60 cm × 60 m roll · ₹330 pink · ₹360 other colours,330,1705,"Chunari net on a 60 cm × 60 metre roll: ₹330 a roll in pink, ₹360 in the other colours.",in_stock,/img/products/1705.webp,yes
